07:28:11:501;0x00A6;8;0800FFFFFBFF0000
07:28:11:502;0x00A5;8;F50A00000000BAFF
07:28:11:502;0x00A4;8;0000000000000000
07:28:11:502;0x00A3;8;EDB54700EDB5C71E
07:28:11:504;0x0007;8;2A0390A7471D0000
07:28:11:505;0x00C0;8;0000000000000000
07:28:11:505;0x0008;8;FFFFFFFFFFFFFFFF
07:28:11:506;0x0001;8;0064010000000000
07:28:11:506;0x00AD;8;0000000000000000
07:28:11:507;0x00AC;8;0000FAFF2E180000
07:28:11:507;0x00AB;8;0000000000000000
07:28:11:508;0x00AA;8;0400090000000000
07:28:11:508;0x00A8;8;2200367BFBFFF3FF
07:28:11:509;0x00A7;8;1E000000F7FFF3FF
07:28:11:509;0x00A6;8;0500070009000000
07:28:11:510;0x00A5;8;F50A00000000BEFF
07:28:11:514;0x00A4;8;0000000000000000
07:28:11:514;0x00A3;8;ECB54700EDB5B71E
07:28:11:514;0x0008;8;FFFFFFFFFFFFFFFF
07:28:11:514;0x0001;8;0064010000000000
07:28:11:515;0x00C0;8;0000000000000000
07:28:11:515;0x00AD;8;FFFF000000000000
07:28:11:516;0x0007;8;2B039F5246BA0000
07:28:11:516;0x00AC;8;0000090031180000
07:28:11:517;0x00AB;8;0000000000000000
07:28:11:517;0x00AA;8;0400090000000000
07:28:11:518;0x0001;8;0064010000000000
07:28:11:518;0x0008;8;FFFFFFFFFFFFFFFF
07:28:11:519;0x00A8;8;2200367B0F001300
07:28:11:519;0x00A7;8;1C0000000A000600
07:28:11:520;0x00A6;8;F4FFF3FFF8FF0000
07:28:11:520;0x00A5;8;F50A00000000C5FF
07:28:11:520;0x00A4;8;0000000000000000
07:28:11:521;0x00A3;8;ECB14700EDB5B71E
07:28:11:523;0x0008;8;FFFFFFFFFFFFFFFF
07:28:11:524;0x0001;8;0064010000000000
07:28:11:524;0x00AD;8;FFFF000000000000
07:28:11:525;0x00AC;8;0000F7FF34180000
07:28:11:525;0x00AB;8;0000000000000000
07:28:11:526;0x00AA;8;0400090000000000
07:28:11:526;0x00A8;8;2200367BF4FFEDFF
07:28:11:527;0x0007;8;2C039B2846BA0000
07:28:11:527;0x00A7;8;1A000000F7FFF3FF
07:28:11:528;0x00A6;8;08000D0006000000
07:28:11:528;0x00A5;8;F60A00000000C8FF
07:28:11:529;0x00A4;8;0000000000000000
07:28:11:529;0x00A3;8;EDB14700EDB5C71E
07:28:11:530;0x0001;8;0064010000000000
07:28:11:530;0x0008;8;FFFFFFFFFFFFFFFF
07:28:11:533;0x00AD;8;FFFF000000000000
07:28:11:534;0x00AC;8;0000FFFF37180000
07:28:11:534;0x00AB;8;0000000000000000
07:28:11:535;0x00AA;8;0400090000000000
07:28:11:535;0x00A8;8;2200367B0000FEFF
07:28:11:536;0x0001;8;0064010000000000
07:28:11:536;0x0008;8;FFFFFFFFFFFFFFFF
07:28:11:537;0x00A7;8;1900000005000000
07:28:11:537;0x00A6;8;00000100FEFF0000
07:28:11:537;0x0007;8;2D038CA346C80000
07:28:11:538;0x00A5;8;F50A00000000C5FF
07:28:11:538;0x00A4;8;0000000000000000
07:28:11:539;0x00A3;8;EDB54700EDB5C71E
07:28:11:541;0x0008;8;FFFFFFFFFFFFFFFF
07:28:11:542;0x0001;8;0064010000000000
07:28:11:542;0x00AD;8;FFFF000000000000
07:28:11:543;0x00AC;8;000000003A180000
07:28:11:543;0x00AB;8;0000000000000000
07:28:11:544;0x00AA;8;0400090000000000
07:28:11:544;0x00A8;8;2200367B00000000
07:28:11:545;0x00A7;8;1A000000FBFFFEFF
07:28:11:545;0x00A6;8;0000FFFF00000000
07:28:11:546;0x00A5;8;F50A00000000C5FF
07:28:11:546;0x00A4;8;0000000000000000
07:28:11:547;0x00A3;8;ECB54700EDB5C71E
07:28:11:547;0x0008;8;FFFFFFFFFFFFFFFF
07:28:11:548;0x0001;8;0064010000000000
07:28:11:548;0x0007;8;2E0391AE46C80000
07:28:11:551;0x00AD;8;FFFF000000000000
07:28:11:552;0x00AE;8;1000BB1912091820
07:28:11:552;0x00AC;8;0000FDFF3D180000
07:28:11:553;0x00AB;8;0000000000000000
07:28:11:553;0x00AA;8;0400090000000000
07:28:11:554;0x0001;8;0064010000000000
07:28:11:554;0x0008;8;FFFFFFFFFFFFFFFF
07:28:11:554;0x00A9;8;9700FC00F701E905
07:28:11:555;0x00A8;8;2200367BF9FFF8FF
07:28:11:555;0x00A7;8;1A000000F9FFFAFF
07:28:11:556;0x00A6;8;0500040006000000
07:28:11:556;0x00A5;8;F50A00000000C0FF
07:28:11:557;0x00A4;8;0000000000000000
07:28:11:557;0x00A3;8;ECB54700EEB9D71E
07:28:11:558;0x00A2;8;F0D8F0D865050000
07:28:11:558;0x00A1;8;C100F707D807F0D8
07:28:11:559;0x00A0;8;DE00DA00DD00C600
07:28:11:559;0x0008;8;FFFFFFFFFFFFFFFF
07:28:11:560;0x0001;8;0064010000000000
07:28:11:560;0x00AD;8;0000000000000000
07:28:11:561;0x00AC;8;0000020040180000
07:28:11:561;0x00AB;8;0000000000000000
07:28:11:562;0x00AA;8;0400090000000000
07:28:11:562;0x00A8;8;2200367B00000400
07:28:11:563;0x00A7;8;1B0000000000FCFF
07:28:11:563;0x00A6;8;FAFFF6FFF6FF0000
07:28:11:564;0x00A5;8;F50A00000000C3FF
07:28:11:564;0x00A4;8;0000000000000000
07:28:11:565;0x00A3;8;ECAD4700EEB9D71E
07:28:11:565;0x0008;8;FFFFFFFFFFFFFFFF
07:28:11:566;0x0001;8;0064010000000000
07:28:11:569;0x00AD;8;FFFF000000000000
07:28:11:570;0x00AC;8;0000FAFF43180000
07:28:11:570;0x00AB;8;0000000000000000
07:28:11:570;0x0007;8;300399FA46F20000
07:28:11:571;0x00AA;8;0400090000000000
07:28:11:571;0x0001;8;0064010000000000
07:28:11:572;0x0008;8;FFFFFFFFFFFFFFFF
07:28:11:572;0x00A8;8;2200367BF6FFF4FF
07:28:11:573;0x00A7;8;1C000000F9FFFCFF
07:28:11:573;0x00A6;8;0800070009000000
07:28:11:574;0x00A5;8;F50A00000000C5FF
07:28:11:574;0x00A4;8;0000000000000000
07:28:11:575;0x00A3;8;EDAD4700EDB5D71E
07:28:11:577;0x0008;8;FFFFFFFFFFFFFFFF
07:28:11:578;0x0001;8;0064010000000000
07:28:11:578;0x00AD;8;0000000000000000
07:28:11:579;0x00AC;8;0000080046180000
07:28:11:579;0x00AB;8;0000000000000000
07:28:11:580;0x00AA;8;0400090000000000
07:28:11:580;0x00A8;8;2200367B08001000
07:28:11:581;0x00A7;8;1D0000000300FCFF
07:28:11:581;0x00A6;8;FAFFF3FFF8FF0000
07:28:11:581;0x0007;8;3103A1AF469E0000
07:28:11:582;0x00A5;8;F50A00000000C3FF
07:28:11:582;0x00A4;8;0000000000000000
07:28:11:583;0x00A3;8;EDB14700EDB5D71E
07:28:11:583;0x0001;8;0064010000000000
07:28:11:584;0x0008;8;FFFFFFFFFFFFFFFF
07:28:11:585;0x00C0;8;0000000000000000
07:28:11:586;0x00D4;8;0000090000000000
07:28:11:586;0x0202;8;C800000000000000
07:28:11:590;0x00AD;8;FFFF000000000000
07:28:11:590;0x00AC;8;0000FDFF49180000
07:28:11:590;0x00AB;8;0000000000000000
07:28:11:590;0x0001;8;0064010000000000
07:28:11:590;0x00A8;8;2200367BF9FFF8FF
07:28:11:591;0x00A7;8;1A000000FBFFFAFF
07:28:11:591;0x00A6;8;0500040006000000
07:28:11:592;0x00A5;8;F50A00000000C3FF
07:28:11:592;0x00A4;8;0000000000000000
07:28:11:592;0x0007;8;320396BC469E0000
07:28:11:593;0x00A3;8;ECB14700EDB5D71E
07:28:11:595;0x00C0;8;0000000000000000
07:28:11:595;0x0001;8;0064010000000000
07:28:11:596;0x0008;8;FFFFFFFFFFFFFFFF
07:28:11:596;0x00AD;8;0000000000000000
07:28:11:597;0x00AC;8;000007004C180000
07:28:11:597;0x00AB;8;0000000000000000
07:28:11:598;0x0004;8;91D9099C8F2032BF
07:28:11:598;0x00AA;8;0400090000000000
07:28:11:599;0x00A8;8;2200367B0B000D00
07:28:11:599;0x00A7;8;1D00000003000400
07:28:11:600;0x00A6;8;F1FFF7FFF9FF0000
07:28:11:600;0x00A5;8;F50A00000000C8FF
07:28:11:601;0x00A4;8;0000000000000000
07:28:11:601;0x00A3;8;ECB14700ECB1D71E
07:28:11:601;0x0001;8;0064010000000000
07:28:11:602;0x0008;8;FFFFFFFFFFFFFFFF
07:28:11:604;0x0007;8;3303953646A40000
07:28:11:605;0x00C0;8;0000000000000000
07:28:11:605;0x00AD;8;FFFF000000000000
07:28:11:606;0x00AC;8;0000F7FF4F180000
07:28:11:606;0x00AB;8;0000000000000000
07:28:11:607;0x00AA;8;0400090000000000
07:28:11:607;0x0001;8;0064010000000000
07:28:11:608;0x0008;8;FFFFFFFFFFFFFFFF
07:28:11:608;0x00A8;8;2200367BEBFFEDFF
07:28:11:609;0x00A7;8;1B000000F2FFF5FF
07:28:11:609;0x00A6;8;10000A0009000000
07:28:11:610;0x00A5;8;F50A00000000C7FF
07:28:11:610;0x00A4;8;0000000000000000
07:28:11:611;0x00A3;8;EDB54700ECB1D71E
07:28:11:613;0x0008;8;FFFFFFFFFFFFFFFF
07:28:11:614;0x0001;8;0064010000000000
07:28:11:614;0x00AD;8;FFFF000000000000
07:28:11:615;0x00AC;8;0000010052180000
07:28:11:615;0x0007;8;340395CC46A40000
07:28:11:615;0x00AB;8;0000000000000000
07:28:11:616;0x00AA;8;0400090000000000
07:28:11:616;0x00A8;8;2200367B05000200
07:28:11:617;0x00A7;8;1A00000001000100
07:28:11:617;0x00A6;8;0000050004000000
07:28:11:618;0x00A5;8;F50A00000000C8FF
07:28:11:618;0x00A4;8;0000000000000000
07:28:11:619;0x00A3;8;EDB54700EDB5C71E
07:28:11:619;0x0001;8;0064010000000000
07:28:11:620;0x0008;8;FFFFFFFFFFFFFFFF
07:28:11:623;0x00AD;8;FFFF000000000000
07:28:11:624;0x00AC;8;0000000055180000
07:28:11:624;0x00AB;8;0000000000000000
07:28:11:625;0x00AA;8;0400090000000000
07:28:11:625;0x0001;8;0064010000000000
07:28:11:626;0x0008;8;FFFFFFFFFFFFFFFF
07:28:11:626;0x0007;8;3503940246B90000
07:28:11:626;0x00A8;8;2200367BFEFF0000
07:28:11:627;0x00A7;8;1D0000000000FCFF
07:28:11:627;0x00A6;8;FAFF000001000000
07:28:11:628;0x00A5;8;F50A00000000C6FF
07:28:11:628;0x0005;8;47241F45BC192EFD
07:28:11:629;0x00A4;8;0000000000000000
07:28:11:629;0x00A3;8;EBB14700EDB5C71E
07:28:11:631;0x0008;8;FFFFFFFFFFFFFFFF
07:28:11:631;0x0001;8;0064010000000000
07:28:11:632;0x00AD;8;FFFF000000000000
07:28:11:633;0x00AC;8;0000F9FF58180000
07:28:11:633;0x00AB;8;0000000000000000
07:28:11:634;0x00AA;8;0400090000000000
07:28:11:634;0x00A8;8;2200367BFBFFF2FF
07:28:11:635;0x00A7;8;1D000000F9FFFAFF
07:28:11:635;0x00A6;8;0A00130015000000
07:28:11:635;0x00A5;8;F50A00000000C8FF
07:28:11:636;0x00A4;8;0000000000000000
07:28:11:636;0x00A3;8;EBB14700EDB9D71E
07:28:11:637;0x0007;8;3603970346B90000
07:28:11:637;0x0001;8;0064010000000000
07:28:11:638;0x0008;8;FFFFFFFFFFFFFFFF
07:28:11:641;0x00AD;8;0000000000000000
07:28:11:642;0x00AC;8;000001005B180000
07:28:11:642;0x00AB;8;0000000000000000
07:28:11:643;0x00AA;8;0400090000000000
07:28:11:643;0x0001;8;0064010000000000
07:28:11:644;0x0008;8;FFFFFFFFFFFFFFFF
07:28:11:644;0x00A8;8;2200367B05000200
07:28:11:644;0x00A7;8;1D00000000000100
07:28:11:645;0x00A6;8;FAFF0000FCFF0000
07:28:11:645;0x00A5;8;F50A00000000D6FF
07:28:11:646;0x00A4;8;0000000000000000
07:28:11:646;0x00A3;8;EDB14700ECB1D71E
07:28:11:648;0x0007;8;370395E745FA0000
07:28:11:649;0x0008;8;FFFFFFFFFFFFFFFF
07:28:11:649;0x0001;8;0064010000000000
07:28:11:650;0x00AD;8;0000000000000000
07:28:11:651;0x00AE;8;1000BB1912091820
07:28:11:651;0x00AC;8;000001005E180000
07:28:11:652;0x00AB;8;0000000000000000
07:28:11:652;0x00AA;8;0400090000000000
07:28:11:653;0x00A9;8;9700FB00F901F205
07:28:11:653;0x00A8;8;2200367BFEFF0200
07:28:11:654;0x00A7;8;1A0000000000FEFF
07:28:11:654;0x00A6;8;0200FDFFFEFF0000
07:28:11:655;0x00A5;8;F50A00000000DAFF
07:28:11:655;0x0001;8;0064010000000000
07:28:11:655;0x0008;8;FFFFFFFFFFFFFFFF
07:28:11:656;0x00A4;8;0000000000000000
07:28:11:656;0x00A3;8;ECB14700ECB1D71E
07:28:11:657;0x00A2;8;F0D8F0D865050000
07:28:11:657;0x00A1;8;C200F707D807F0D8
07:28:11:658;0x00A0;8;DD00DA00DD00C700
07:28:11:659;0x0007;8;38039A9E45FA0000
07:28:11:659;0x00AD;8;FFFF000000000000
07:28:11:660;0x00AC;8;0000F7FF61180000
07:28:11:660;0x00AB;8;0000000000000000
07:28:11:661;0x00AA;8;0400090000000000
07:28:11:661;0x0001;8;0064010000000000
07:28:11:662;0x0008;8;FFFFFFFFFFFFFFFF
07:28:11:662;0x00A8;8;2200367BF1FFEEFF
07:28:11:663;0x00A7;8;1C000000F7FFF3FF
07:28:11:665;0x00A6;8;020002000C000000
07:28:11:666;0x00A5;8;F50A00000000D9FF
07:28:11:666;0x00A4;8;0000000000000000
07:28:11:666;0x00A3;8;ECB54700EDB5D71E
07:28:11:666;0x00C0;8;0000000000000000
07:28:11:667;0x0008;8;FFFFFFFFFFFFFFFF
07:28:11:667;0x0001;8;0064010000000000
07:28:11:668;0x00AD;8;0000000000000000
07:28:11:669;0x00AC;8;0000050064180000
07:28:11:669;0x00AB;8;0000000000000000
07:28:11:670;0x00AA;8;0400090000000000
07:28:11:670;0x0007;8;390391DA46020000
07:28:11:670;0x00A8;8;2200367B0A000900
07:28:11:671;0x00A7;8;1D00000005000000
07:28:11:671;0x00A6;8;0500020004000000
07:28:11:672;0x00A5;8;F50A00000000DBFF
07:28:11:672;0x00A4;8;0000000000000000
07:28:11:673;0x0001;8;0064010000000000
07:28:11:673;0x0008;8;FFFFFFFFFFFFFFFF
07:28:11:674;0x00A3;8;ECB54700EDB5D71E
07:28:11:675;0x000E;8;0100000056976798
07:28:11:675;0x00C0;8;0000000000000000
07:28:11:676;0x00D0;8;0140013500070111
07:28:11:677;0x00AD;8;FFFF000000000000
07:28:11:678;0x00AC;8;0000000067180000
07:28:11:678;0x00AB;8;0000000000000000
07:28:11:679;0x00AA;8;0400090000000000
07:28:11:679;0x0001;8;0064010000000000
07:28:11:680;0x0008;8;FFFFFFFFFFFFFFFF
07:28:11:680;0x00A8;8;2200367BFEFF0000
07:28:11:681;0x00A7;8;1B000000F7FFFEFF
07:28:11:681;0x0007;8;3A039A6246020000
07:28:11:681;0x00A6;8;02000000FBFF0000
07:28:11:682;0x00A5;8;F50A00000000D5FF
07:28:11:682;0x00A4;8;0000000000000000
07:28:11:683;0x00A3;8;ECB54700EDB5D71E
07:28:11:683;0x0002;8;020399B546D70000
07:28:11:685;0x00C0;8;0000000000000000
07:28:11:685;0x0001;8;0064010000000000
07:28:11:686;0x0008;8;FFFFFFFFFFFFFFFF
07:28:11:686;0x00AD;8;FFFF000000000000
07:28:11:687;0x00AC;8;0000F8FF6A180000
07:28:11:687;0x00AB;8;0000000000000000
07:28:11:688;0x00AA;8;0400090000000000
07:28:11:688;0x00A8;8;2200367BF5FFF0FF
07:28:11:689;0x00A7;8;1A000000FBFFFCFF
07:28:11:689;0x00A6;8;0A000A000C000000
07:28:11:690;0x00A5;8;F50A00000000D4FF
07:28:11:690;0x00A4;8;0000000000000000
07:28:11:692;0x00A3;8;EDB14700EDB5D71E
07:28:11:692;0x0001;8;0064010000000000
07:28:11:692;0x0008;8;FFFFFFFFFFFFFFFF
07:28:11:692;0x0007;8;3B03968C46520000
07:28:11:694;0x0002;8;030396E446A70000
07:28:11:695;0x00C0;8;0000000000000000
07:28:11:695;0x00AD;8;FFFF000000000000
07:28:11:696;0x00AC;8;000000006D180000
07:28:11:696;0x00AB;8;0000000000000000
07:28:11:697;0x00AA;8;0400090000000000
07:28:11:697;0x0001;8;0064010000000000
07:28:11:698;0x0008;8;FFFFFFFFFFFFFFFF
07:28:11:698;0x00A8;8;2200367BFBFF0100
07:28:11:699;0x00A7;8;1C000000F7FFFCFF
